Country,#,Title,Artist,Release,BPM,Energy,Dance,Loud,Valence,Length,Acoustic,Pop.,A.Sep,Rnd
Sweden,34,Give My Heart A Break,Cazzi Opeia,2024-03-02,126,84,71,-6,82,3:03,17,68,31,1061
Sweden,35,Back To My Roots,Jay Smith,2024-03-02,180,84,52,-5,83,3:02,1,69,32,300
Sweden,36,Illusion,Dua Lipa,2024-04-11,127,77,68,-5,71,3:08,3,79,34,5833
Sweden,37,Dör För Dig - Acoustic,C.Gambino,2024-03-22,87,31,59,-15,48,2:15,74,66,35,8044
Sweden,38,Kan Inte Gå,Bolaget,2021-12-29,145,41,72,-9,65,2:27,22,67,49,9549
Sweden,39,Kite,Benjamin Ingrosso,2024-01-26,140,80,73,-5,90,2:47,23,71,47,4264
Sweden,40,Before You Leave Me,Alex Warren,2024-02-16,120,84,70,-5,64,2:56,15,84,36,6688
Sweden,41,Lean & $prite,Owen,2024-01-19,127,62,86,-9,53,2:34,71,69,37,3312
Sweden,42,Somna,Humlan Djojj,2020-10-30,174,7,27,-16,26,2:40,98,65,25,612
Sweden,43,The Sound of Silence - CYRIL Remix,Disturbed,2024-02-02,126,72,68,-4,24,3:05,12,61,38,54
Sweden,44,Thank You (Not So Bad),Dimitri Vegas & Like Mike,2023-12-01,150,95,67,-5,56,2:20,2,88,39,6048
Sweden,45,Effortless,Jacqline,2024-03-02,105,89,59,-5,65,2:51,0,68,40,6895
Sweden,46,Stjärnorna,Humlan Djojj,2020-10-30,72,7,28,-18,12,2:46,99,62,48,6906
Sweden,47,Alla vill (feat. estraden),A36,2024-04-12,109,71,66,-8,66,2:54,30,33,41,5222
Sweden,48,Stick Season,Noah Kahan,2022-10-14,118,49,66,-7,82,3:02,78,95,42,5407
Sweden,49,Dragon,LIAMOO,2024-03-02,190,62,28,-6,11,3:01,5,67,43,5345
Sweden,50,Gata Only,FloyyMenor,2024-02-02,100,50,79,-8,67,3:42,45,96,44,4737
Norway,1,Bærum Bitches (Mannschaft),Søte og Rare Gutter,2024-02-15,147,60,66,-8,54,2:27,7,75,4,1495
Norway,2,i like the way you kiss me,Artemas,2024-03-19,152,95,60,-4,75,2:23,0,97,5,8128
Norway,3,Too Sweet,Hozier,2024-03-22,117,62,74,-6,93,4:11,3,86,6,479
Norway,4,Beautiful Things,Benson Boone,2024-04-05,105,47,47,-6,22,3:00,15,82,0,6139
Norway,5,SOLDAT - RMX,VC Barre,2024-02-16,145,62,81,-8,87,2:19,5,72,7,1895
Norway,6,Sølvskje,Bausa,2024-04-12,92,57,60,-7,75,2:18,25,53,8,270
Norway,7,Dans Med Meg,Tigergutt101,2024-04-10,127,76,69,-7,58,2:21,2,58,9,3978
Norway,8,Austin,Dasha,2024-02-16,115,67,76,-7,74,2:52,46,89,10,8265
Norway,9,FOREVIG (med TIX),Fjellrev,2024-04-10,138,86,65,-7,89,2:16,10,59,1,7753
Norway,10,we can't be friends (wait for your love),Ariana Grande,2024-03-08,116,66,65,-8,29,3:49,7,95,11,3894
Norway,11,End of Beginning,Djo,2022-09-16,160,45,69,-8,91,2:39,4,99,12,5931
Norway,12,Lose Control,Teddy Swims,2023-09-15,160,60,56,-4,24,3:31,20,93,13,449
Norway,13,Badebussen (feat. Kjartan Lauritzen),DJ MøMø,2023-12-15,135,79,75,-9,65,1:48,8,59,14,9823
Norway,14,TEXAS HOLD 'EM,Beyoncé,2024-03-29,110,71,73,-7,38,3:53,58,87,15,6566
Norway,15,Belong Together,Mark Ambor,2024-02-16,91,67,65,-5,64,2:28,49,88,16,5440
Norway,16,Before You Leave Me,Alex Warren,2024-02-16,120,84,70,-5,64,2:56,15,84,2,5534
Norway,17,Working,Roc Boyz,2024-02-23,95,61,80,-8,69,2:39,6,67,3,6173
Norway,18,The Sound of Silence - CYRIL Remix,Disturbed,2024-02-02,126,72,68,-4,24,3:05,12,61,17,9593
Norway,19,Whatever,Kygo,2024-01-19,108,78,58,-6,60,2:58,11,90,18,8492
Norway,20,Scared To Start,Michael Marcagi,2024-01-12,148,55,53,-11,44,2:40,38,92,19,2964
Norway,21,Situasjon,Ari Bajgora,2024-04-03,97,49,82,-9,82,2:12,19,58,20,642
Norway,22,greedy,Tate McRae,2023-09-15,111,73,75,-3,84,2:12,26,97,21,7962
Norway,23,Slow It Down,Benson Boone,2024-04-05,181,58,43,-5,54,2:42,17,81,25,3527
Norway,24,Stick Season,Noah Kahan,2022-10-14,118,49,66,-7,82,3:02,78,95,22,5017
Norway,25,Cocaina,Roc Boyz,2024-04-05,130,82,79,-6,90,3:01,7,61,46,8961
Norway,26,Prada,cassö,2023-08-11,142,72,64,-6,42,2:12,0,90,23,943
Norway,27,The Night We Met,Lord Huron,2015-04-07,87,37,55,-10,10,3:28,97,80,24,3046
Norway,28,VENNELØS,Blackie,2024-03-01,85,65,80,-6,60,1:55,27,63,26,2879
Norway,29,Casino,Golfklubb,2024-03-29,96,67,82,-4,45,2:53,16,59,27,388
Norway,30,Illusion,Dua Lipa,2024-04-11,127,77,68,-5,71,3:08,3,79,28,9503
Norway,31,I Don't Wanna Wait,David Guetta,2024-04-05,130,71,68,-5,55,2:30,4,81,29,3068
Norway,32,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,2023-08-25,78,45,43,-8,16,3:47,55,92,30,9164
Norway,33,CARNIVAL,¥$,2024-02-09,148,81,59,-6,31,4:24,19,96,31,9075
Norway,34,Unwritten,Natasha Bedingfield,2004-08-30,100,80,71,-6,63,4:19,1,92,32,4759
Norway,35,Evergreen,Richy Mitch & The Coal Miners,2017-05-17,79,22,56,-12,50,1:27,56,90,33,3651
Norway,36,Jeg vil ha (Parlamentet),Fjellrev,2024-01-19,130,81,68,-8,32,3:04,1,68,47,2327
Norway,37,Regissør,El Papi,2024-04-12,160,75,63,-4,62,2:21,11,48,34,1018
Norway,38,Haien Kommer (Sharkdog),Kudos,2023-04-20,144,78,68,-7,70,3:17,10,63,35,314
Norway,39,Home,Good Neighbours,2024-01-17,77,68,58,-4,13,2:37,3,90,36,9019
Norway,40,Like That,Future,2024-03-22,162,68,81,-5,31,4:28,1,96,37,9173
Norway,41,Another Love,Tom Odell,2013-06-24,123,54,45,-9,13,4:04,70,90,38,7199
Norway,42,Feeling Myself - Roc Boyz Remix,23,2023-08-10,130,57,80,-7,64,3:03,20,65,39,7855
Norway,43,når du slår ut håret blir jeg slått ut,Broiler,2024-01-12,73,83,63,-4,43,1:58,7,33,40,4989
Norway,44,Strawberry Dream,Dagny,2024-04-12,97,76,56,-4,54,3:12,4,35,41,9299
Norway,45,Save You a Seat,Alex Warren,2024-03-29,136,47,59,-6,33,3:18,40,76,48,5179
Norway,46,Lush Life,Zara Larsson,2017-03-17,98,71,69,-4,80,3:21,13,84,42,8992
Norway,47,Pedro,Jaxomy,2024-03-29,151,94,79,-6,84,2:25,2,79,43,1803
Norway,48,Espresso,Sabrina Carpenter,2024-04-12,104,77,70,-5,66,2:55,13,79,44,4863
Norway,49,Stay - Live,Lavrans Svendsen,2024-04-12,112,50,50,-7,8,1:57,37,39,45,2214
Norway,50,Cry,Benson Boone,2024-04-05,108,48,71,-5,35,3:06,10,81,49,5311
Luxembourg,1,i like the way you kiss me,Artemas,2024-03-19,152,95,60,-4,75,2:23,0,97,2,5705
Luxembourg,2,Beautiful Things,Benson Boone,2024-04-05,105,47,47,-6,22,3:00,15,82,3,5095
Luxembourg,3,Gata Only,FloyyMenor,2024-02-02,100,50,79,-8,67,3:42,45,96,4,8752
Luxembourg,4,Lose Control,Teddy Swims,2023-09-15,160,60,56,-4,24,3:31,20,93,5,3087
Luxembourg,5,TEXAS HOLD 'EM,Beyoncé,2024-03-29,110,71,73,-7,38,3:53,58,87,6,4320
Luxembourg,6,greedy,Tate McRae,2023-09-15,111,73,75,-3,84,2:12,26,97,7,33
Luxembourg,7,Petit génie,Jungeli,2023-08-04,126,58,79,-6,97,3:37,10,81,8,5714
Luxembourg,8,Too Sweet,Hozier,2024-03-22,117,62,74,-6,93,4:11,3,86,9,3965
Luxembourg,9,Si No Estás,iñigo quintero,2022-09-23,98,42,54,-9,52,3:04,83,89,10,6158
Luxembourg,10,Stumblin' In,CYRIL,2023-11-10,126,52,88,-8,37,3:33,6,88,11,1724
Luxembourg,11,End of Beginning,Djo,2022-09-16,160,45,69,-8,91,2:39,4,99,12,8326
Luxembourg,12,The Sound of Silence - CYRIL Remix,Disturbed,2024-02-02,126,72,68,-4,24,3:05,12,61,13,9098
Luxembourg,13,Overdrive (feat. Norma Jean Martine),Ofenbach,2023-10-06,127,76,61,-4,28,2:36,0,87,14,9441
Luxembourg,14,Houdini,Dua Lipa,2023-11-09,117,79,74,-5,87,3:06,0,92,0,4917
Luxembourg,15,Training Season,Dua Lipa,2024-02-15,123,58,82,-4,67,3:29,4,92,25,2426
Luxembourg,16,Water,Tyla,2023-07-28,117,72,67,-3,52,3:20,9,92,15,7557
Luxembourg,17,I love you,Dadju,2024-02-16,138,61,45,-6,72,3:58,32,69,16,682
Luxembourg,18,Whatever,Kygo,2024-01-19,108,78,58,-6,60,2:58,11,90,17,6580
Luxembourg,19,we can't be friends (wait for your love),Ariana Grande,2024-03-08,116,66,65,-8,29,3:49,7,95,18,2673
Luxembourg,20,Mwaki,Zerb,2023-11-10,120,64,85,-9,5,3:28,20,75,19,655
Luxembourg,21,Illusion,Dua Lipa,2024-04-11,127,77,68,-5,71,3:08,3,79,49,1508
Luxembourg,22,Everything's Okay (Marcele),Juninho Vitório,2023-10-27,102,70,51,-10,23,4:16,0,33,20,8714
Luxembourg,23,Prada,cassö,2023-08-11,142,72,64,-6,42,2:12,0,90,21,8308
Luxembourg,24,Vois sur ton chemin - Techno Mix,BENNETT,2023-08-04,138,82,63,-3,37,2:58,9,87,22,5836
Luxembourg,25,Pedro,Jaxomy,2024-03-29,151,94,79,-6,84,2:25,2,79,23,6820
Luxembourg,26,All My Time,Brandon Thomas,2024-03-08,128,60,69,-11,55,3:19,15,49,24,1258
Luxembourg,27,Cruel Summer,Taylor Swift,2019-08-23,170,70,55,-6,56,2:58,12,96,26,1645
Luxembourg,28,Unwritten,Natasha Bedingfield,2004-08-30,100,80,71,-6,63,4:19,1,92,27,6988
Luxembourg,29,Casanova,Soolking,2023-07-06,132,83,80,-5,76,3:09,68,79,28,5707
Luxembourg,30,MAMI WATA,Gazo,2023-12-01,88,69,70,-5,57,3:53,14,79,29,8025
Luxembourg,31,Another Love,Tom Odell,2013-06-24,123,54,45,-9,13,4:04,70,90,30,870
Luxembourg,32,Temps en temps,Zola,2024-02-09,128,81,93,-4,88,2:34,14,72,31,251
Luxembourg,33,CARNIVAL,¥$,2024-02-09,148,81,59,-6,31,4:24,19,96,32,6213
Luxembourg,34,Belong Together,Mark Ambor,2024-02-16,91,67,65,-5,64,2:28,49,88,33,9962
Luxembourg,35,I Don't Wanna Wait,David Guetta,2024-04-05,130,71,68,-5,55,2:30,4,81,1,448
Luxembourg,36,I'm Good (Blue),David Guetta,2022-08-26,128,97,56,-4,30,2:55,0,90,48,690
Luxembourg,37,Like That,Future,2024-03-22,162,68,81,-5,31,4:28,1,96,34,6020
Luxembourg,38,Flowers,Miley Cyrus,2023-08-18,118,69,71,-5,63,3:21,6,91,35,1415
Luxembourg,39,Position,Franglish,2024-02-15,104,87,50,-2,88,2:21,40,78,36,3742
Luxembourg,40,FE!N (feat. Playboi Carti),Travis Scott,2023-07-28,148,88,57,-3,20,3:12,3,93,37,8444
Luxembourg,41,Austin,Dasha,2024-02-16,115,67,76,-7,74,2:52,46,89,38,5074
Luxembourg,42,SEYA,GIMS,2022-12-02,101,68,80,-5,43,3:08,22,70,39,5
Luxembourg,43,Can't Hold Us (feat. Ray Dalton),Macklemore & Ryan Lewis,2012-10-09,146,93,63,-4,88,4:18,3,85,40,7829
Luxembourg,44,Eurosport,Dardan,2024-04-12,136,87,75,-6,42,2:43,7,68,41,8233
Luxembourg,45,Thank You (Not So Bad),Dimitri Vegas & Like Mike,2023-12-01,150,95,67,-5,56,2:20,2,88,42,690
Luxembourg,46,Lovin On Me,Jack Harlow,2023-11-10,105,56,94,-5,61,2:18,0,93,43,7698
Luxembourg,47,Danza Kuduro,Don Omar,2010-01-01,89,92,40,-5,88,3:19,8,82,44,1226
Luxembourg,48,Stick Season,Noah Kahan,2022-10-14,118,49,66,-7,82,3:02,78,95,45,2780
Luxembourg,49,Bênção,Mizzy Miles,2024-03-01,180,53,57,-7,28,3:26,51,66,46,8291
Luxembourg,50,FLASHBACK,Favé,2023-10-13,142,56,76,-7,74,2:56,39,74,47,8969
Australia,1,Too Sweet,Hozier,2024-03-22,117,62,74,-6,93,4:11,3,86,8,7623
Australia,2,Beautiful Things,Benson Boone,2024-04-05,105,47,47,-6,22,3:00,15,82,2,9155
Australia,3,i like the way you kiss me,Artemas,2024-03-19,152,95,60,-4,75,2:23,0,97,3,1495
Australia,4,Stick Season,Noah Kahan,2022-10-14,118,49,66,-7,82,3:02,78,95,9,5253
Australia,5,End of Beginning,Djo,2022-09-16,160,45,69,-8,91,2:39,4,99,10,8713
Australia,6,Lose Control,Teddy Swims,2023-09-15,160,60,56,-4,24,3:31,20,93,11,2631
Australia,7,Espresso,Sabrina Carpenter,2024-04-12,104,77,70,-5,66,2:55,13,79,4,6316
Australia,8,Cruel Summer,Taylor Swift,2019-08-23,170,70,55,-6,56,2:58,12,96,5,6665
Australia,9,we can't be friends (wait for your love),Ariana Grande,2024-03-08,116,66,65,-8,29,3:49,7,95,12,8196
Australia,10,greedy,Tate McRae,2023-09-15,111,73,75,-3,84,2:12,26,97,13,9729
Australia,11,Scared To Start,Michael Marcagi,2024-01-12,148,55,53,-11,44,2:40,38,92,14,2449
Australia,12,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,2023-08-25,78,45,43,-8,16,3:47,55,92,0,9289
Australia,13,Austin,Dasha,2024-02-16,115,67,76,-7,74,2:52,46,89,15,5458
Australia,14,TEXAS HOLD 'EM,Beyoncé,2024-03-29,110,71,73,-7,38,3:53,58,87,16,214
Australia,15,Lovin On Me,Jack Harlow,2023-11-10,105,56,94,-5,61,2:18,0,93,17,10
Australia,16,Saturn,SZA,2024-02-22,178,62,41,-7,34,3:06,62,93,18,3184
Australia,17,Like That,Future,2024-03-22,162,68,81,-5,31,4:28,1,96,19,8779
Australia,18,Something in the Orange,Zach Bryan,2022-04-22,175,19,37,-12,15,3:48,56,89,25,5707
Australia,19,Prada,cassö,2023-08-11,142,72,64,-6,42,2:12,0,90,20,3000
Australia,20,Stumblin' In,CYRIL,2023-11-10,126,52,88,-8,37,3:33,6,88,21,991
Australia,21,Home,Good Neighbours,2024-01-17,77,68,58,-4,13,2:37,3,90,22,5861
Australia,22,Last Night,Morgan Wallen,2023-03-03,204,68,49,-5,48,2:44,47,85,6,8332
Australia,23,Riptide,Vance Joy,2014-09-08,102,73,48,-7,51,3:24,43,82,23,4869
Australia,24,Feather,Sabrina Carpenter,2023-03-17,124,69,79,-4,84,3:06,9,91,42,4965
Australia,25,CARNIVAL,¥$,2024-02-09,148,81,59,-6,31,4:24,19,96,24,7861
Australia,26,if u think i'm pretty,Artemas,2024-02-09,144,62,54,-6,46,2:08,54,85,43,5872
Australia,27,Water,Tyla,2023-07-28,117,72,67,-3,52,3:20,9,92,27,8654
Australia,28,Slow It Down,Benson Boone,2024-04-05,181,58,43,-5,54,2:42,17,81,44,1825
Australia,29,Tell Ur Girlfriend,Lay Bankz,2024-02-07,135,74,87,-5,61,2:04,9,81,28,407
Australia,30,Unwritten,Natasha Bedingfield,2004-08-30,100,80,71,-6,63,4:19,1,92,29,6248
Australia,31,"One Of The Girls (with JENNIE, Lily Rose Depp)",The Weeknd,2023-06-23,88,64,52,-6,20,4:05,5,93,30,9213
Australia,32,Thinkin’ Bout Me,Morgan Wallen,2023-03-03,140,76,66,-6,43,2:57,49,86,45,3881
Australia,33,Belong Together,Mark Ambor,2024-02-16,91,67,65,-5,64,2:28,49,88,31,2232
Australia,34,Evergreen,Richy Mitch & The Coal Miners,2017-05-17,79,22,56,-12,50,1:27,56,90,32,2697
Australia,35,Illusion,Dua Lipa,2024-04-11,127,77,68,-5,71,3:08,3,79,1,9066
Australia,36,leavemealone,Fred again..,2024-04-09,174,88,68,-5,11,3:43,0,61,33,7603
Australia,37,Magnetic,ILLIT,2024-03-25,131,67,80,-6,69,2:41,26,92,34,2721
Australia,38,Saving Up,Dom Dolla,2023-10-06,130,82,75,-6,58,3:28,0,78,35,2841
Australia,39,Heading South,Zach Bryan,2019-09-30,110,25,68,-14,39,2:52,78,86,48,4376
Australia,40,Training Season,Dua Lipa,2024-02-15,123,58,82,-4,67,3:29,4,92,26,7852
Australia,41,Paint The Town Red,Doja Cat,2023-09-20,100,56,86,-8,73,3:50,26,81,36,8864
Australia,42,obsessed,Olivia Rodrigo,2024-03-22,120,59,68,-5,70,2:51,2,89,7,4473
Australia,43,Fast Car,Luke Combs,2023-03-24,98,60,71,-6,67,4:25,19,86,37,3371
Australia,44,The Night We Met,Lord Huron,2015-04-07,87,37,55,-10,10,3:28,97,80,38,8576
Australia,45,Anti-Hero,Taylor Swift,2022-10-21,97,64,64,-7,53,3:21,13,89,46,2567
Australia,46,FE!N (feat. Playboi Carti),Travis Scott,2023-07-28,148,88,57,-3,20,3:12,3,93,39,445
Australia,47,I Ain't Worried,OneRepublic,2022-05-13,140,80,70,-6,83,2:28,8,90,40,6430
Australia,48,Houdini,Dua Lipa,2023-11-09,117,79,74,-5,87,3:06,0,92,49,21
Australia,49,Whatever She Wants [BONUS],Bryson Tiller,2024-04-05,96,51,80,-7,44,2:41,13,70,41,7244
Australia,50,vampire,Olivia Rodrigo,2023-09-08,138,53,51,-6,35,3:40,18,91,47,7649